cohort,source_skill_id,source_skill_name,source_repo,target_skill_id,target_candidate,resolution,evidence_type,confidence,local_path,line_no,evidence_text
popular,davila7-claude-code-templates-cli-tool-components-skills-development-clean-code-skill-md,clean-code,davila7/claude-code-templates,,frontend-design,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-clean-code-skill-md/content/SKILL.md,150,| **frontend-specialist** | UX Audit | `python ~/.claude/skills/frontend-design/scripts/ux_audit.py .` |
popular,davila7-claude-code-templates-cli-tool-components-skills-development-clean-code-skill-md,clean-code,davila7/claude-code-templates,,frontend-design,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-clean-code-skill-md/content/SKILL.md,151,| **frontend-specialist** | A11y Check | `python ~/.claude/skills/frontend-design/scripts/accessibility_checker.py .` |
popular,davila7-claude-code-templates-cli-tool-components-skills-development-clean-code-skill-md,clean-code,davila7/claude-code-templates,davila7-claude-code-templates-cli-tool-components-skills-utilities-geo-fundamentals-skill-md,geo-fundamentals,same_repo_unique,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-clean-code-skill-md/content/SKILL.md,157,| **seo-specialist** | GEO Check | `python ~/.claude/skills/geo-fundamentals/scripts/geo_checker.py .` |
popular,davila7-claude-code-templates-cli-tool-components-skills-development-clean-code-skill-md,clean-code,davila7/claude-code-templates,davila7-claude-code-templates-cli-tool-components-skills-development-i18n-localization-skill-md,i18n-localization,same_repo_unique,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-clean-code-skill-md/content/SKILL.md,163,| **Any agent** | i18n Check | `python ~/.claude/skills/i18n-localization/scripts/i18n_checker.py .` |
popular,davila7-claude-code-templates-cli-tool-components-skills-development-clean-code-skill-md,clean-code,davila7/claude-code-templates,davila7-claude-code-templates-cli-tool-components-skills-development-lint-and-validate-skill-md,lint-and-validate,same_repo_unique,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-clean-code-skill-md/content/SKILL.md,161,| **Any agent** | Lint Check | `python ~/.claude/skills/lint-and-validate/scripts/lint_runner.py .` |
popular,davila7-claude-code-templates-cli-tool-components-skills-development-clean-code-skill-md,clean-code,davila7/claude-code-templates,davila7-claude-code-templates-cli-tool-components-skills-development-lint-and-validate-skill-md,lint-and-validate,same_repo_unique,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-clean-code-skill-md/content/SKILL.md,162,| **Any agent** | Type Coverage | `python ~/.claude/skills/lint-and-validate/scripts/type_coverage.py .` |
popular,davila7-claude-code-templates-cli-tool-components-skills-development-clean-code-skill-md,clean-code,davila7/claude-code-templates,davila7-claude-code-templates-cli-tool-components-skills-creative-design-mobile-design-skill-md,mobile-design,same_repo_unique,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-clean-code-skill-md/content/SKILL.md,153,| **mobile-developer** | Mobile Audit | `python ~/.claude/skills/mobile-design/scripts/mobile_audit.py .` |
popular,davila7-claude-code-templates-cli-tool-components-skills-development-clean-code-skill-md,clean-code,davila7/claude-code-templates,davila7-claude-code-templates-cli-tool-components-skills-development-performance-profiling-skill-md,performance-profiling,same_repo_unique,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-clean-code-skill-md/content/SKILL.md,158,| **performance-optimizer** | Lighthouse | `python ~/.claude/skills/performance-profiling/scripts/lighthouse_audit.py <url>` |
popular,davila7-claude-code-templates-cli-tool-components-skills-development-clean-code-skill-md,clean-code,davila7/claude-code-templates,davila7-claude-code-templates-cli-tool-components-skills-business-marketing-seo-fundamentals-skill-md,seo-fundamentals,same_repo_unique,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-clean-code-skill-md/content/SKILL.md,156,| **seo-specialist** | SEO Check | `python ~/.claude/skills/seo-fundamentals/scripts/seo_checker.py .` |
popular,davila7-claude-code-templates-cli-tool-components-skills-development-clean-code-skill-md,clean-code,davila7/claude-code-templates,davila7-claude-code-templates-cli-tool-components-skills-development-testing-patterns-skill-md,testing-patterns,same_repo_unique,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-clean-code-skill-md/content/SKILL.md,159,| **test-engineer** | Test Runner | `python ~/.claude/skills/testing-patterns/scripts/test_runner.py .` |
popular,davila7-claude-code-templates-cli-tool-components-skills-development-clean-code-skill-md,clean-code,davila7/claude-code-templates,davila7-claude-code-templates-cli-tool-components-skills-security-vulnerability-scanner-skill-md,vulnerability-scanner,same_repo_unique,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-clean-code-skill-md/content/SKILL.md,155,| **security-auditor** | Security Scan | `python ~/.claude/skills/vulnerability-scanner/scripts/security_scan.py .` |
popular,davila7-claude-code-templates-cli-tool-components-skills-development-clean-code-skill-md,clean-code,davila7/claude-code-templates,davila7-claude-code-templates-cli-tool-components-skills-security-webapp-testing-skill-md,webapp-testing,same_repo_unique,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-clean-code-skill-md/content/SKILL.md,160,| **test-engineer** | Playwright | `python ~/.claude/skills/webapp-testing/scripts/playwright_runner.py <url>` |
popular,davila7-claude-code-templates-cli-tool-components-skills-development-core-web-vitals-skill-md,core-web-vitals,davila7/claude-code-templates,davila7-claude-code-templates-cli-tool-components-skills-development-performance-skill-md,performance,same_repo_unique,relative_skill_link,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-core-web-vitals-skill-md/content/SKILL.md,441,- [Performance skill](../performance/SKILL.md)
popular,davila7-claude-code-templates-cli-tool-components-skills-development-performance-skill-md,performance,davila7/claude-code-templates,davila7-claude-code-templates-cli-tool-components-skills-development-core-web-vitals-skill-md,core-web-vitals,same_repo_unique,relative_skill_link,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-performance-skill-md/content/SKILL.md,361,"For Core Web Vitals specific optimizations, see [Core Web Vitals](../core-web-vitals/SKILL.md)."
popular,davila7-claude-code-templates-cli-tool-components-skills-development-seo-skill-md,seo,davila7/claude-code-templates,davila7-claude-code-templates-cli-tool-components-skills-development-core-web-vitals-skill-md,core-web-vitals,same_repo_unique,relative_skill_link,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-seo-skill-md/content/SKILL.md,23,| Page experience (Core Web Vitals) | ~10% | See [Core Web Vitals](../core-web-vitals/SKILL.md) |
popular,davila7-claude-code-templates-cli-tool-components-skills-development-seo-skill-md,seo,davila7/claude-code-templates,davila7-claude-code-templates-cli-tool-components-skills-development-core-web-vitals-skill-md,core-web-vitals,same_repo_unique,relative_skill_link,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-seo-skill-md/content/SKILL.md,512,- [Core Web Vitals](../core-web-vitals/SKILL.md)
popular,davila7-claude-code-templates-cli-tool-components-skills-development-seo-skill-md,seo,davila7/claude-code-templates,davila7-claude-code-templates-cli-tool-components-skills-development-web-quality-audit-skill-md,web-quality-audit,same_repo_unique,relative_skill_link,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-seo-skill-md/content/SKILL.md,513,- [Web Quality Audit](../web-quality-audit/SKILL.md)
popular,davila7-claude-code-templates-cli-tool-components-skills-development-skill-creation-guide-skill-md,skill-creation-guide,davila7/claude-code-templates,,the,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-skill-creation-guide-skill-md/content/SKILL.md,309,"- `description`: This is the primary triggering mechanism for your skill, and helps Claude understand when to use the skill."
popular,davila7-claude-code-templates-cli-tool-components-skills-development-skill-creation-guide-skill-md,skill-creation-guide,davila7/claude-code-templates,,the,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-skill-creation-guide-skill-md/content/SKILL.md,353,1. Use the skill on real tasks
popular,davila7-claude-code-templates-cli-tool-components-skills-development-using-superpowers-skill-md,using-superpowers,davila7/claude-code-templates,,the,unresolved,workflow_invocation,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-using-superpowers-skill-md/content/SKILL.md,18,**Check for skills BEFORE ANY RESPONSE.** This includes clarifying questions. Even 1% chance means invoke the Skill tool first.
popular,davila7-claude-code-templates-cli-tool-components-skills-development-web-quality-audit-skill-md,web-quality-audit,davila7/claude-code-templates,davila7-claude-code-templates-cli-tool-components-skills-development-accessibility-skill-md,accessibility,same_repo_unique,relative_skill_link,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-web-quality-audit-skill-md/content/SKILL.md,168,- [Accessibility](../accessibility/SKILL.md)
popular,davila7-claude-code-templates-cli-tool-components-skills-development-web-quality-audit-skill-md,web-quality-audit,davila7/claude-code-templates,davila7-claude-code-templates-cli-tool-components-skills-development-best-practices-skill-md,best-practices,same_repo_unique,relative_skill_link,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-web-quality-audit-skill-md/content/SKILL.md,170,- [Best Practices](../best-practices/SKILL.md)
popular,davila7-claude-code-templates-cli-tool-components-skills-development-web-quality-audit-skill-md,web-quality-audit,davila7/claude-code-templates,davila7-claude-code-templates-cli-tool-components-skills-development-core-web-vitals-skill-md,core-web-vitals,same_repo_unique,relative_skill_link,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-web-quality-audit-skill-md/content/SKILL.md,167,- [Core Web Vitals](../core-web-vitals/SKILL.md)
popular,davila7-claude-code-templates-cli-tool-components-skills-development-web-quality-audit-skill-md,web-quality-audit,davila7/claude-code-templates,davila7-claude-code-templates-cli-tool-components-skills-development-performance-skill-md,performance,same_repo_unique,relative_skill_link,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-web-quality-audit-skill-md/content/SKILL.md,166,- [Performance Optimization](../performance/SKILL.md)
popular,davila7-claude-code-templates-cli-tool-components-skills-development-web-quality-audit-skill-md,web-quality-audit,davila7/claude-code-templates,davila7-claude-code-templates-cli-tool-components-skills-development-seo-skill-md,seo,same_repo_unique,relative_skill_link,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-web-quality-audit-skill-md/content/SKILL.md,169,- [SEO](../seo/SKILL.md)
popular,davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md,web-to-markdown,davila7/claude-code-templates,,a,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md/content/README.md,22,"- ""use a skill web-to-markdown ..."""
popular,davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md,web-to-markdown,davila7/claude-code-templates,,a,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md/content/SKILL.md,3,"description: ""Use ONLY when the user explicitly says: 'use the skill web-to-markdown ...' (or 'use a skill web-to-markdown ...'). Converts webpage URLs to clean Markdown by calling the local web2md CLI (Puppeteer + Readability), suitable for JS-rendered pages."""
popular,davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md,web-to-markdown,davila7/claude-code-templates,,a,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md/content/SKILL.md,16,- `use a skill web-to-markdown ...`
popular,davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md,web-to-markdown,davila7/claude-code-templates,,the,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md/content/README.md,21,"- ""use the skill web-to-markdown ..."""
popular,davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md,web-to-markdown,davila7/claude-code-templates,,the,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md/content/README.md,72,use the skill web-to-markdown to convert https://example.com/article to article.md
popular,davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md,web-to-markdown,davila7/claude-code-templates,,the,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md/content/README.md,85,use the skill web-to-markdown to convert https://example.com/article and save to ./output/
popular,davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md,web-to-markdown,davila7/claude-code-templates,,the,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md/content/README.md,99,use the skill web-to-markdown to convert https://example.com/article and print the result
popular,davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md,web-to-markdown,davila7/claude-code-templates,,the,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md/content/README.md,112,use the skill web-to-markdown to convert https://example.com/protected-article in interactive mode
popular,davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md,web-to-markdown,davila7/claude-code-templates,,the,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md/content/README.md,128,use the skill web-to-markdown to convert these URLs:
popular,davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md,web-to-markdown,davila7/claude-code-templates,,the,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md/content/README.md,148,use the skill web-to-markdown to convert https://app.example.com/dashboard
popular,davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md,web-to-markdown,davila7/claude-code-templates,,the,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md/content/SKILL.md,3,"description: ""Use ONLY when the user explicitly says: 'use the skill web-to-markdown ...' (or 'use a skill web-to-markdown ...'). Converts webpage URLs to clean Markdown by calling the local web2md CLI (Puppeteer + Readability), suitable for JS-rendered pages."""
popular,davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md,web-to-markdown,davila7/claude-code-templates,,the,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md/content/SKILL.md,15,- `use the skill web-to-markdown ...`
popular,davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md,web-to-markdown,davila7/claude-code-templates,,the,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md/content/SKILL.md,18,"If the user did not explicitly request this skill by name, stop and ask them to re-issue the request including: `use the skill web-to-markdown`."
popular,davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md,web-to-markdown,davila7/claude-code-templates,,the,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md/content/SKILL.md,50,1) Confirm the user explicitly invoked the skill (`use the skill web-to-markdown`).
popular,davila7-claude-code-templates-cli-tool-components-skills-development-writing-skills-skill-md,writing-skills,davila7/claude-code-templates,,coding,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-writing-skills-skill-md/content/examples/CLAUDE_MD_TESTING.md,60,A) Check ~/.claude/skills/coding/ for refactoring guidance
popular,davila7-claude-code-templates-cli-tool-components-skills-development-writing-skills-skill-md,writing-skills,davila7/claude-code-templates,,debugging,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-writing-skills-skill-md/content/examples/CLAUDE_MD_TESTING.md,16,B) Check ~/.claude/skills/debugging/ first (2 min check + 5 min fix = 7 min)
popular,davila7-claude-code-templates-cli-tool-components-skills-development-writing-skills-skill-md,writing-skills,davila7/claude-code-templates,,testing,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-writing-skills-skill-md/content/examples/CLAUDE_MD_TESTING.md,34,A) Check ~/.claude/skills/testing/ for async testing skill
popular,davila7-claude-code-templates-cli-tool-components-skills-development-writing-skills-skill-md,writing-skills,davila7/claude-code-templates,,the,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-writing-skills-skill-md/content/anthropic-best-practices.md,778,"6. **Test on similar tasks**: Use the Skill with Claude B (a fresh instance with the Skill loaded) on related use cases. Observe whether Claude B finds the right information, applies rules correctly, and handles the task successfully."
popular,davila7-claude-code-templates-cli-tool-components-skills-development-writing-skills-skill-md,writing-skills,davila7/claude-code-templates,,the,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-writing-skills-skill-md/content/anthropic-best-practices.md,790,"1. **Use the Skill in real workflows**: Give Claude B (with the Skill loaded) actual tasks, not test scenarios"
popular,davila7-claude-code-templates-cli-tool-components-skills-development-writing-skills-skill-md,writing-skills,davila7/claude-code-templates,,your,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-writing-skills-skill-md/content/anthropic-best-practices.md,142,"What works perfectly for Opus might need more detail for Haiku. If you plan to use your Skill across multiple models, aim for instructions that work well with all of them."
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-daily-meeting-update-skill-md,daily-meeting-update,davila7/claude-code-templates,,daily-meeting-update,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-daily-meeting-update-skill-md/content/SKILL.md,128,python3 ~/.claude/skills/daily-meeting-update/scripts/claude_digest.py --format json
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-daily-meeting-update-skill-md,daily-meeting-update,davila7/claude-code-templates,,daily-meeting-update,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-daily-meeting-update-skill-md/content/SKILL.md,293,python3 ~/.claude/skills/daily-meeting-update/scripts/claude_digest.py --format json
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-daily-meeting-update-skill-md,daily-meeting-update,davila7/claude-code-templates,,daily-meeting-update,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-daily-meeting-update-skill-md/content/SKILL.md,296,python3 ~/.claude/skills/daily-meeting-update/scripts/claude_digest.py --date today --format json
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-daily-meeting-update-skill-md,daily-meeting-update,davila7/claude-code-templates,,daily-meeting-update,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-daily-meeting-update-skill-md/content/SKILL.md,299,python3 ~/.claude/skills/daily-meeting-update/scripts/claude_digest.py --project ~/my-app --format json
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-session-handoff-skill-md,session-handoff,davila7/claude-code-templates,,session-handoff,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-session-handoff-skill-md/content/evals/results-opus-baseline.md,73,python /Users/galihcitta/.claude/skills/session-handoff/evals/setup_test_env.py
popular,davila7-claude-code-templates-cli-tool-components-skills-productivity-humanizer-skill-md,humanizer,davila7/claude-code-templates,,humanizer,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-productivity-humanizer-skill-md/content/README.md,20,cp SKILL.md ~/.claude/skills/humanizer/
popular,davila7-claude-code-templates-cli-tool-components-skills-productivity-humanizer-skill-md,humanizer,davila7/claude-code-templates,,the,unresolved,workflow_invocation,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-productivity-humanizer-skill-md/content/README.md,25,"In Claude Code, invoke the skill:"
popular,dotnet-maui-github-skills-issue-triage-skill-md,issue-triage,dotnet/maui,,the,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/dotnet-maui-github-skills-issue-triage-skill-md/content/SKILL.md,49,**🚨 CRITICAL: ALWAYS use the skill scripts. NEVER use ad-hoc GitHub API queries.**
popular,dotnet-maui-github-skills-pr-finalize-skill-md,pr-finalize,dotnet/maui,dotnet-maui-github-skills-ai-summary-comment-skill-md,ai-summary-comment,same_repo_unique,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/dotnet-maui-github-skills-pr-finalize-skill-md/content/SKILL.md,36,| `gh pr review --comment` | ❌ **NEVER** | Use ai-summary-comment skill instead |
popular,dotnet-maui-github-skills-pr-finalize-skill-md,pr-finalize,dotnet/maui,dotnet-maui-github-skills-ai-summary-comment-skill-md,ai-summary-comment,same_repo_unique,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/dotnet-maui-github-skills-pr-finalize-skill-md/content/SKILL.md,37,| `gh pr comment` | ❌ **NEVER** | Use ai-summary-comment skill instead |
popular,dotnet-maui-github-skills-pr-finalize-skill-md,pr-finalize,dotnet/maui,dotnet-maui-github-skills-ai-summary-comment-skill-md,ai-summary-comment,same_repo_unique,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/dotnet-maui-github-skills-pr-finalize-skill-md/content/SKILL.md,374,| `gh pr review --comment` | ❌ **NEVER** | Use ai-summary-comment skill instead |
popular,dotnet-maui-github-skills-pr-finalize-skill-md,pr-finalize,dotnet/maui,dotnet-maui-github-skills-ai-summary-comment-skill-md,ai-summary-comment,same_repo_unique,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/dotnet-maui-github-skills-pr-finalize-skill-md/content/SKILL.md,375,| `gh pr comment` | ❌ **NEVER** | Use ai-summary-comment skill instead |
popular,dotnet-maui-github-skills-run-integration-tests-skill-md,run-integration-tests,dotnet/maui,,the,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/dotnet-maui-github-skills-run-integration-tests-skill-md/content/SKILL.md,157,# Option 1: Use the skill script
popular,github-awesome-copilot-skills-terraform-azurerm-set-diff-analyzer-skill-md,terraform-azurerm-set-diff-analyzer,github/awesome-copilot,,skill.md,unresolved,relative_skill_link,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/github-awesome-copilot-skills-terraform-azurerm-set-diff-analyzer-skill-md/content/scripts/README.md,204,- [SKILL.md](../SKILL.md) - Usage as an Agent Skill
popular,google-gemini-gemini-cli-packages-core-src-skills-builtin-skill-creator-skill-md,skill-creator,google-gemini/gemini-cli,,the,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/google-gemini-gemini-cli-packages-core-src-skills-builtin-skill-creator-skill-md/content/SKILL.md,314,"- `description`: This is the primary triggering mechanism for your skill, and helps Gemini CLI understand when to use the skill."
popular,google-gemini-gemini-cli-packages-core-src-skills-builtin-skill-creator-skill-md,skill-creator,google-gemini/gemini-cli,,the,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/google-gemini-gemini-cli-packages-core-src-skills-builtin-skill-creator-skill-md/content/SKILL.md,379,1. Use the skill on real tasks
popular,langfuse-langfuse-claude-skills-backend-dev-guidelines-skill-md,backend-dev-guidelines,langfuse/langfuse,,skill.md,unresolved,relative_skill_link,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/langfuse-langfuse-claude-skills-backend-dev-guidelines-skill-md/content/resources/architecture-overview.md,867,- [SKILL.md](../SKILL.md) - Main guide
popular,langfuse-langfuse-claude-skills-backend-dev-guidelines-skill-md,backend-dev-guidelines,langfuse/langfuse,,skill.md,unresolved,relative_skill_link,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/langfuse-langfuse-claude-skills-backend-dev-guidelines-skill-md/content/resources/configuration.md,561,- [SKILL.md](../SKILL.md) - Main guide
popular,langfuse-langfuse-claude-skills-backend-dev-guidelines-skill-md,backend-dev-guidelines,langfuse/langfuse,,skill.md,unresolved,relative_skill_link,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/langfuse-langfuse-claude-skills-backend-dev-guidelines-skill-md/content/resources/database-patterns.md,658,- [SKILL.md](../SKILL.md) - Main backend development guidelines
popular,langfuse-langfuse-claude-skills-backend-dev-guidelines-skill-md,backend-dev-guidelines,langfuse/langfuse,,skill.md,unresolved,relative_skill_link,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/langfuse-langfuse-claude-skills-backend-dev-guidelines-skill-md/content/resources/middleware-guide.md,763,- [SKILL.md](../SKILL.md) - Main backend development guidelines
