cohort,skill_id,skill_name,script_relpath,script_ext,script_bytes,op_read,op_write,op_delete,op_exec,op_network,op_credentials_access,matched_ops,evidence_patterns
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/20.py,.py,835,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/21.py,.py,493,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/22.py,.py,349,0,1,0,1,0,0,write;exec,write=shell_redirect | exec=shell_interpreter
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/23.py,.py,153,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/24.py,.py,260,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/25.py,.py,689,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/26.py,.py,406,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/27.py,.py,205,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/28.py,.py,240,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/29.py,.py,367,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/3.py,.py,590,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/30.py,.py,262,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/31.py,.py,525,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/32.py,.py,1553,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/33.py,.py,710,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/34.py,.py,172,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/35.py,.py,200,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/36.py,.py,357,1,1,0,0,0,0,read;write,read=shell_cat | write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/37.py,.py,481,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/38.py,.py,567,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/39.py,.py,762,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/4.py,.py,530,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/40.py,.py,684,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/41.py,.py,661,0,0,0,0,0,0,,
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/42.py,.py,239,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/43.py,.py,582,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/44.py,.py,441,1,1,0,0,0,0,read;write,read=shell_cat | write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/45.py,.py,158,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/46.py,.py,620,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/47.py,.py,342,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/48.py,.py,271,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/49.py,.py,245,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/5.py,.py,466,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/50.py,.py,412,0,0,0,0,0,0,,
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/51.py,.py,469,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/52.py,.py,255,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/53.py,.py,129,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/54.py,.py,458,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/55.py,.py,302,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/56.py,.py,559,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/57.py,.py,458,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/58.py,.py,268,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/59.py,.py,477,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/6.py,.py,832,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/60.py,.py,259,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/61.py,.py,559,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/62.py,.py,333,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/63.py,.py,624,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/64.py,.py,560,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/65.py,.py,433,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/66.py,.py,410,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/67.py,.py,876,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/68.py,.py,1552,0,0,0,1,0,0,exec,exec=shell_interpreter
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/69.py,.py,709,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/7.py,.py,379,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/70.py,.py,693,0,0,0,0,0,0,,
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/71.py,.py,589,0,0,0,1,0,0,exec,exec=shell_interpreter
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/72.py,.py,837,1,0,0,0,0,0,read,read=shell_cat
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/73.py,.py,612,0,0,0,1,0,0,exec,exec=shell_interpreter
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/74.py,.py,779,1,0,0,0,0,0,read,read=shell_cat
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/75.py,.py,846,1,1,0,0,0,0,read;write,read=shell_cat | write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/76.py,.py,571,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/77.py,.py,467,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/78.py,.py,1093,0,0,0,0,0,0,,
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/79.py,.py,600,0,0,0,0,0,0,,
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/8.py,.py,527,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/80.py,.py,563,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/81.py,.py,1907,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/82.py,.py,580,0,0,0,0,0,0,,
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/83.py,.py,855,0,0,0,0,0,0,,
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/84.py,.py,556,0,0,0,0,0,0,,
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/85.py,.py,288,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/86.py,.py,660,0,0,0,0,0,0,,
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/87.py,.py,1077,0,0,0,0,0,0,,
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/88.py,.py,784,0,0,0,0,0,0,,
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/89.py,.py,847,0,0,0,0,0,0,,
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/9.py,.py,506,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/90.py,.py,531,0,0,0,0,0,0,,
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/91.py,.py,601,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/92.py,.py,586,0,0,0,0,0,0,,
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/93.py,.py,974,0,1,0,0,0,0,write,"write=shell_redirect,copy_move"
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/94.py,.py,1119,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/95.py,.py,1003,0,0,0,0,0,0,,
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/96.py,.py,804,1,0,0,0,0,0,read,read=shell_cat
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/97.py,.py,421,0,0,0,0,0,0,,
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/98.py,.py,396,0,0,0,0,0,0,,
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/2026-01-05-00-49-17/humaneval-solutions/99.py,.py,886,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/0.py,.py,605,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/1.py,.py,1050,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/10.py,.py,836,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/100.py,.py,652,0,1,0,1,0,0,write;exec,write=shell_redirect | exec=shell_interpreter
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/101.py,.py,542,0,1,0,0,0,0,write,write=copy_move
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/102.py,.py,515,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/103.py,.py,655,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/104.py,.py,593,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/105.py,.py,1115,0,1,0,0,0,0,write,"write=shell_redirect,copy_move"
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/106.py,.py,839,0,0,0,0,0,0,,
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/107.py,.py,1017,0,0,0,0,0,0,,
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/108.py,.py,773,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/109.py,.py,1898,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/11.py,.py,521,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/110.py,.py,953,0,1,0,1,0,0,write;exec,write=shell_redirect | exec=shell_interpreter
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/111.py,.py,959,0,0,0,0,0,0,,
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/112.py,.py,854,0,0,0,0,0,0,,
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/113.py,.py,987,0,1,0,0,0,0,write,"write=shell_redirect,copy_move"
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/114.py,.py,593,0,0,0,0,0,0,,
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/115.py,.py,1206,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/116.py,.py,600,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/117.py,.py,1069,0,0,0,0,0,0,,
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/118.py,.py,923,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/119.py,.py,1121,0,0,0,1,0,0,exec,exec=shell_interpreter
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/12.py,.py,647,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/120.py,.py,751,0,0,0,0,0,0,,
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/121.py,.py,394,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/122.py,.py,580,0,0,0,0,0,0,,
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/123.py,.py,1180,0,0,0,0,0,0,,
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/124.py,.py,1607,1,1,0,0,0,0,read;write,read=shell_cat | write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/125.py,.py,836,0,0,0,0,0,0,,
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/126.py,.py,1008,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/127.py,.py,1334,1,1,0,0,0,0,read;write,read=shell_cat | write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/128.py,.py,755,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/129.py,.py,2217,1,0,0,1,0,0,read;exec,read=shell_cat | exec=shell_interpreter
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/13.py,.py,372,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/130.py,.py,1051,0,0,0,0,0,0,,
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/131.py,.py,513,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/132.py,.py,953,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/133.py,.py,601,0,0,0,0,0,0,,
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/134.py,.py,735,0,0,0,0,0,0,,
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/135.py,.py,560,0,0,0,0,0,0,,
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/136.py,.py,808,0,1,0,0,0,0,write,write=shell_redirect
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-loki-mode-skill-md,loki-mode,benchmarks/results/humaneval-loki-solutions/137.py,.py,830,0,1,0,0,0,0,write,"write=shell_redirect,copy_move"
